,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
nuancer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['nɥɑ̃s']
nuer,['ɥɔ̃'],['ɥɔ̃'],['y'],"['y', 'jɔ̃']","['y', 'ʁE']",['y'],['ɥat'],['ɥa'],['ɥasje'],"['y', 'ʁje']","['y', 'ʁE']",['ɥas'],"['y', 'ʁ', 'ɔ̃']","['y', 'ʁa']",['ɥas'],['y'],['ɥa'],['y'],"['y', 'jɔ̃']",['ɥE'],['ɥE'],['ɥE'],['ɥEʁ'],['y'],['y'],['ɥE'],['ɥa'],"['y', 'ʁ', 'ɔ̃']","['y', 'ʁE']","['y', 'ʁ', 'e']","['y', 'ʁa']","['y', 'je']",['y'],['ɥE'],"['ɥ', 'e']","['ɥ', 'e']","['ɥ', 'e']","['y', 'ʁjɔ̃']",['ɥasjɔ̃'],"['y', 'ʁE']","['ɥ', 'e']",['ɥam'],"['ɥ', 'e']","['y', 'je']","['ɥ', 'e']",['ɥɑ̃'],"['ɥ', 'e']",['ɥas'],"['y', 'ʁE']",['y'],['y'],['n']
nuire,"['z', 'ɔ̃']","['z', 'ɔ̃']",[''],"['z', 'jɔ̃']",['ʁE'],['z'],['zit'],['zi'],['zisje'],['ʁje'],['ʁE'],['zis'],"['ʁ', 'ɔ̃']",['ʁa'],['zis'],['z'],['zi'],[''],"['z', 'jɔ̃']",['zi'],['zE'],['zE'],['ziʁ'],['z'],[''],['zE'],['zi'],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],"['z', 'je']",[''],['zE'],['ʁ'],[''],[''],['ʁjɔ̃'],['zisjɔ̃'],['ʁE'],['ze'],['zim'],['ze'],"['z', 'je']",[''],['zɑ̃'],[''],['zis'],['ʁE'],['z'],['z'],['nɥi']
numériser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['nymEʁiz']
numéroter,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['nymEʁ', 't']"
nécessiter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['nEsEsit']
nécroser,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['nEkʁ', 'z']"
négliger,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['nEgliʒ']
négocier,['jɔ̃'],['jɔ̃'],['i'],['jɔ̃'],"['iʁ', 'E']",['i'],['jat'],['ja'],"['jas', 'je']",['iʁje'],"['iʁ', 'E']",['jas'],"['iʁ', 'ɔ̃']","['iʁ', 'a']",['jas'],['i'],['ja'],['i'],['jɔ̃'],['jE'],['jE'],['jE'],['jEʁ'],['i'],['i'],['jE'],['ja'],"['iʁ', 'ɔ̃']","['iʁ', 'E']","['iʁ', 'e']","['iʁ', 'a']",['je'],['i'],['jE'],['je'],['je'],['je'],['iʁjɔ̃'],"['jas', 'jɔ̃']","['iʁ', 'E']",['je'],['jam'],['je'],['je'],['je'],['jɑ̃'],['je'],['jas'],"['iʁ', 'E']",['i'],['i'],['nEgOs']
objecter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Obʒɛkt']
obliger,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Obliʒ']
obliquer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Oblik']
oblitérer,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['Oblit', 'ʁ']"
obnubiler,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Obnybil']
obscurcir,"['s', 'ɔ̃']","['s', 'ɔ̃']",[''],['sjɔ̃'],['ʁE'],['s'],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],['s'],[''],[''],['sjɔ̃'],[''],['sE'],['sE'],['ʁ'],['s'],[''],['sE'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['sje'],[''],['sE'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],"['s', 'e']",['m'],"['s', 'e']",['sje'],[''],['sɑ̃'],[''],['s'],['ʁE'],['s'],['s'],['Opskyʁsi']
observer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Opsɛʁv']
obstiner,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['ɔpstin']
obstruer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['ʁE'],[''],['at'],['a'],['asje'],['ʁje'],['ʁE'],['as'],"['ʁ', 'ɔ̃']",['ʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['je'],[''],['E'],['e'],['e'],['e'],['ʁjɔ̃'],['asjɔ̃'],['ʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['ʁE'],[''],[''],['ɔpstʁy']
obséder,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['ɔps', 'd']"
obtempérer,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['ɔptɑ̃p', 'ʁ']"
obtenir,"['ə', 'n', 'ɔ̃']","['ə', 'n', 'ɔ̃']",['jɛ̃'],"['ə', 'n', 'jɔ̃']",['jɛ̃dʁE'],['jɛn'],['ɛ̃t'],['ɛ̃'],"['ɛ̃s', 'je']",['jɛ̃dʁije'],['jɛ̃dʁE'],['ɛ̃s'],"['jɛ̃dʁ', 'ɔ̃']",['jɛ̃dʁa'],['ɛ̃s'],['jɛn'],['ɛ̃'],['jɛ̃'],"['ə', 'n', 'jɔ̃']",['ɛ̃'],"['ə', 'n', 'E']","['ə', 'n', 'E']","['ɛ̃', 'ʁ']",['jɛn'],['jɛ̃'],"['ə', 'n', 'E']",['ɛ̃'],"['jɛ̃dʁ', 'ɔ̃']",['jɛ̃dʁE'],"['jɛ̃dʁ', 'e']",['jɛ̃dʁa'],"['ə', 'n', 'je']",['jɛ̃'],"['ə', 'n', 'E']","['ə', 'n', 'iʁ']","['ə', 'n']","['ə', 'n']",['jɛ̃dʁijɔ̃'],"['ɛ̃s', 'jɔ̃']",['jɛ̃dʁE'],"['ə', 'n', 'e']",['ɛ̃m'],"['ə', 'n', 'e']","['ə', 'n', 'je']","['ə', 'n']","['ə', 'nɑ̃']","['ə', 'n']",['ɛ̃s'],['jɛ̃dʁE'],['jɛn'],['jɛn'],"['ɔpt', 'y']"
obturer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['ɔptyʁ']
obvenir,"['ə', 'n', 'ɔ̃']","['ə', 'n', 'ɔ̃']",['jɛ̃'],"['ə', 'n', 'jɔ̃']",['jɛ̃dʁE'],['jɛn'],['ɛ̃t'],['ɛ̃'],"['ɛ̃s', 'je']",['jɛ̃dʁije'],['jɛ̃dʁE'],['ɛ̃s'],"['jɛ̃dʁ', 'ɔ̃']",['jɛ̃dʁa'],['ɛ̃s'],['jɛn'],['ɛ̃'],['jɛ̃'],"['ə', 'n', 'jɔ̃']",['ɛ̃'],"['ə', 'n', 'E']","['ə', 'n', 'E']","['ɛ̃', 'ʁ']",['jɛn'],['jɛ̃'],"['ə', 'n', 'E']",['ɛ̃'],"['jɛ̃dʁ', 'ɔ̃']",['jɛ̃dʁE'],"['jɛ̃dʁ', 'e']",['jɛ̃dʁa'],"['ə', 'n', 'je']",['jɛ̃'],"['ə', 'n', 'E']","['ə', 'n', 'iʁ']","['ə', 'n']","['ə', 'n']",['jɛ̃dʁijɔ̃'],"['ɛ̃s', 'jɔ̃']",['jɛ̃dʁE'],"['ə', 'n', 'e']",['ɛ̃m'],"['ə', 'n', 'e']","['ə', 'n', 'je']","['ə', 'n']","['ə', 'nɑ̃']","['ə', 'n']",['ɛ̃s'],['jɛ̃dʁE'],['jɛn'],['jɛn'],"['ɔbv', 'y']"
obvier,['jɔ̃'],['jɔ̃'],['i'],['jɔ̃'],"['iʁ', 'E']",['i'],['jat'],['ja'],"['jas', 'je']",['iʁje'],"['iʁ', 'E']",['jas'],"['iʁ', 'ɔ̃']","['iʁ', 'a']",['jas'],['i'],['ja'],['i'],['jɔ̃'],['jE'],['jE'],['jE'],['jEʁ'],['i'],['i'],['jE'],['ja'],"['iʁ', 'ɔ̃']","['iʁ', 'E']","['iʁ', 'e']","['iʁ', 'a']",['je'],['i'],['jE'],['je'],['je'],['je'],['iʁjɔ̃'],"['jas', 'jɔ̃']","['iʁ', 'E']",['je'],['jam'],['je'],['je'],['je'],['jɑ̃'],['je'],['jas'],"['iʁ', 'E']",['i'],['i'],['Obv']
obéir,"['s', 'ɔ̃']","['s', 'ɔ̃']",[''],['sjɔ̃'],['ʁE'],['s'],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],['s'],[''],[''],['sjɔ̃'],[''],['sE'],['sE'],['ʁ'],['s'],[''],['sE'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['sje'],[''],['sE'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],"['s', 'e']",['m'],"['s', 'e']",['sje'],[''],['sɑ̃'],[''],['s'],['ʁE'],['s'],['s'],['ObEi']
obérer,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['Ob', 'ʁ']"
occasionner,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['Okazj', 'n']"
occlure,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['ʁE'],[''],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],[''],[''],[''],['jɔ̃'],[''],['E'],['E'],['ʁ'],[''],[''],['E'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['je'],[''],['E'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],['e'],['m'],['e'],['je'],['z'],['ɑ̃'],['z'],['s'],['ʁE'],[''],[''],['Okly']
occulter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Okylt']
occuper,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Okyp']
octroyer,['jɔ̃'],['jɔ̃'],[''],['jɔ̃'],"['ʁ', 'E']",[''],['jat'],['ja'],['jasje'],"['ʁ', 'je']","['ʁ', 'E']",['jas'],['ʁɔ̃'],['ʁa'],['jas'],[''],['ja'],[''],['jɔ̃'],['jE'],['jE'],['jE'],['jEʁ'],[''],[''],['jE'],['ja'],['ʁɔ̃'],"['ʁ', 'E']","['ʁ', 'e']",['ʁa'],['je'],[''],['jE'],['je'],['je'],['je'],"['ʁ', 'jɔ̃']",['jasjɔ̃'],"['ʁ', 'E']",['je'],['jam'],['je'],['je'],['je'],['jɑ̃'],['je'],['jas'],"['ʁ', 'E']",[''],[''],['Oktʁwa']
oeuvrer,['ɔ̃'],['ɔ̃'],[''],"['i', 'jɔ̃']",['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],"['i', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['i', 'je']",[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],"['i', 'je']",['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Øvʁ']
offenser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['Ofɑ̃s']
